iter	Passed	Remaining
608	43163	27712
609	43235	27642
610	43307	27572
611	43377	27500
612	43449	27430
613	43517	27357
614	43582	27283
615	43658	27215
616	43719	27138
617	43798	27072
618	43874	27005
619	43948	26936
620	44077	26901
621	44151	26831
622	44221	26759
623	44312	26701
624	44395	26637
625	44478	26573
626	44555	26506
627	44635	26440
628	44706	26369
629	44782	26300
630	44851	26228
631	44932	26162
632	45000	26090
633	45070	26018
634	45144	25949
635	45228	25885
636	45352	25844
637	45435	25780
638	45503	25707
639	45581	25639
640	45654	25569
641	45723	25496
642	45789	25423
643	45862	25352
644	45934	25281
645	45997	25206
646	46067	25134
647	46135	25061
648	46207	24990
649	46282	24921
650	46355	24851
651	46439	24786
652	46507	24713
653	46585	24645
654	46654	24573
655	46725	24502
656	46795	24430
657	46874	24363
658	46947	24293
659	47016	24220
660	47085	24148
661	47157	24077
662	47232	24007
663	47295	23932
664	47372	23864
665	47446	23794
666	47520	23724
667	47589	23652
668	47661	23581
669	47734	23511
670	47810	23442
671	47879	23369
672	47943	23295
673	48028	23230
674	48091	23155
675	48160	23082
676	48228	23009
677	48304	22941
678	48369	22867
679	48444	22797
680	48527	22731
681	48647	22683
682	48737	22620
683	48814	22551
684	48896	22485
685	48972	22415
686	49042	22343
687	49111	22271
688	49184	22200
689	49252	22128
690	49331	22059
691	49410	21991
692	49483	21921
693	49548	21847
694	49616	21773
695	49686	21702
696	49753	21628
697	49820	21555
698	49897	21486
699	49965	21413
700	50037	21342
701	50103	21268
702	50174	21197
703	50248	21127
704	50314	21053
705	50387	20982
706	50458	20911
707	50525	20838
708	50590	20764
709	50659	20691
710	50724	20617
711	50799	20548
712	50871	20476
713	50933	20401
714	50997	20327
715	51070	20256
716	51190	20204
717	51260	20133
718	51347	20067
719	51426	19999
720	51512	19933
721	51589	19863
722	51661	19792
723	51730	19720
724	51800	19648
725	51873	19577
726	51947	19507
727	52011	19432
728	52077	19359
729	52148	19287
730	52216	19215
731	52286	19143
732	52354	19070
733	52431	19000
734	52496	18927
735	52574	18858
736	52641	18785
737	52709	18712
738	52778	18640
739	52844	18566
740	52922	18497
741	52989	18424
742	53057	18352
743	53122	18278
744	53195	18207
745	53260	18134
746	53330	18062
747	53406	17992
748	53471	17919
749	53541	17847
750	53607	17774
751	53673	17700
752	53742	17628
753	53812	17556
754	53889	17487
755	53956	17414
756	54038	17346
757	54104	17273
758	54169	17200
759	54240	17128
760	54312	17057
761	54382	16985
762	54454	16914
763	54515	16840
764	54585	16768
765	54652	16695
766	54725	16624
767	54803	16555
768	54879	16485
769	54952	16414
770	55020	16341
771	55094	16271
772	55162	16199
773	55239	16129
774	55306	16056
775	55383	15987
776	55450	15914
777	55514	15840
778	55589	15770
779	55654	15697
780	55725	15625
781	55796	15554
782	55878	15486
783	55944	15413
784	56018	15342
785	56084	15269
786	56150	15197
787	56220	15125
788	56286	15052
789	56370	14984
790	56436	14911
791	56504	14839
792	56575	14768
793	56641	14695
794	56702	14621
795	56771	14549
796	56839	14477
797	56906	14404
798	56977	14333
799	57042	14260
800	57111	14188
801	57182	14117
802	57248	14044
803	57318	13973
804	57391	13902
805	57485	13836
806	57549	13763
807	57619	13691
808	57685	13619
809	57758	13548
810	57828	13476
811	57906	13406
812	57980	13336
813	58048	13264
814	58116	13192
815	58190	13121
816	58264	13050
817	58337	12979
818	58419	12910
819	58485	12838
820	58563	12768
821	58628	12695
822	58702	12624
823	58769	12552
824	58844	12482
825	58912	12410
826	58994	12341
827	59078	12272
828	59156	12202
829	59230	12131
830	59302	12060
831	59377	11989
832	59450	11918
833	59521	11847
834	59590	11775
835	59660	11703
836	59726	11631
837	59799	11560
838	59873	11489
839	59943	11417
840	60008	11345
841	60070	11272
842	60137	11200
843	60206	11128
844	60273	11056
845	60344	10984
846	60420	10914
847	60486	10841
848	60576	10773
849	60641	10701
850	60712	10630
851	60783	10558
852	60878	10491
853	60959	10421
854	61025	10349
855	61094	10277
856	61165	10206
857	61230	10133
858	61302	10062
859	61378	9991
860	61449	9920
861	61521	9849
862	61593	9777
863	61662	9706
864	61745	9636
865	61813	9564
866	61887	9493
867	61954	9421
868	62025	9350
869	62098	9279
870	62162	9206
871	62239	9136
872	62307	9064
873	62401	8996
874	62470	8924
875	62600	8861
876	62722	8796
877	62846	8732
878	62935	8663
879	63057	8598
880	63136	8528
881	63224	8458
882	63322	8390
883	63414	8321
884	63496	8250
885	63579	8180
886	63688	8113
887	63775	8043
888	63864	7974
889	63939	7902
890	64030	7833
891	64103	7761
892	64178	7689
893	64273	7620
894	64378	7552
895	64453	7481
896	64531	7410
897	64612	7339
898	64707	7269
899	64811	7201
900	64943	7135
901	65029	7065
902	65100	6993
903	65170	6920
904	65240	6848
905	65332	6778
906	65400	6705
907	65471	6633
908	65550	6562
909	65691	6496
910	65770	6425
911	65858	6354
912	65932	6282
913	66017	6211
914	66100	6140
915	66176	6068
916	66251	5996
917	66326	5924
918	66405	5852
919	66489	5781
920	66573	5710
921	66655	5638
922	66727	5566
923	66805	5494
924	66876	5422
925	66945	5349
926	67025	5278
927	67100	5206
928	67189	5135
929	67269	5063
930	67348	4991
931	67422	4919
932	67523	4848
933	67595	4776
934	67673	4704
935	67740	4631
936	67817	4559
937	67886	4487
938	67959	4414
939	68026	4342
940	68092	4269
941	68162	4196
942	68235	4124
943	68311	4052
944	68384	3980
945	68453	3907
946	68519	3834
947	68596	3762
948	68663	3690
949	68734	3617
950	68805	3545
951	68876	3472
952	68952	3400
953	69017	3327
954	69094	3255
955	69167	3183
956	69239	3111
957	69308	3038
958	69390	2966
959	69461	2894
960	69550	2822
961	69655	2751
962	69728	2679
963	69807	2606
964	69881	2534
965	69949	2461
966	70019	2389
967	70084	2316
968	70160	2244
969	70231	2172
970	70309	2099
971	70387	2027
972	70457	1955
973	70531	1882
974	70603	1810
975	70674	1737
976	70747	1665
977	70821	1593
978	70891	1520
979	70963	1448
980	71028	1375
981	71098	1303
982	71167	1230
983	71239	1158
984	71311	1085
985	71398	1013
986	71470	941
987	71555	869
988	71624	796
989	71702	724
990	71786	651
991	71865	579
992	71947	507
993	72023	434
994	72097	362
995	72174	289
996	72246	217
997	72322	144
998	72398	72
999	72466	0
