iter	MultiClass
326	0.3590873631
327	0.3588136046
328	0.3584004145
329	0.3582059843
330	0.3579087021
331	0.3578307835
332	0.3573014379
333	0.3567902448
334	0.3566630777
335	0.3563748839
336	0.3560696962
337	0.3557775272
338	0.3555150061
339	0.3552664599
340	0.3547210369
341	0.3544741839
342	0.3540141129
343	0.3536488909
344	0.3536178423
345	0.3534116913
346	0.3531385293
347	0.3529486816
348	0.3528799663
349	0.3527133058
350	0.3523503029
351	0.3520486448
352	0.3518240222
353	0.3516858848
354	0.3514083931
355	0.3513415433
356	0.3509718503
357	0.3506662935
358	0.3505168763
359	0.3502456509
360	0.3497791708
361	0.349512352
362	0.3493635453
363	0.3489974037
364	0.348873418
365	0.348728712
366	0.3484743595
367	0.348209785
368	0.347729307
369	0.3475281071
370	0.3473201013
371	0.3469479054
372	0.3468006683
373	0.3465527393
374	0.3464510024
375	0.3462042705
376	0.345960927
377	0.3456524207
378	0.3454849507
379	0.3454537304
380	0.3453508355
381	0.3451476896
382	0.3450301209
383	0.3449306416
384	0.3448156144
385	0.3446906373
386	0.3440688414
387	0.3437790859
388	0.3435901816
389	0.343446996
390	0.3431853913
391	0.3430549238
392	0.3427311449
393	0.3425033025
394	0.3421129015
395	0.3419816593
396	0.3413737891
397	0.3411128242
398	0.3408446142
399	0.3406756274
400	0.3404728001
401	0.3397034944
402	0.3396505113
403	0.3395470261
404	0.3393985955
405	0.339335924
406	0.338998864
407	0.3385985494
408	0.3382995317
409	0.3380820364
410	0.3380195098
411	0.3377845964
412	0.3374411033
413	0.3369337098
414	0.3368303814
415	0.3362168352
416	0.33583941
417	0.3355687289
418	0.3353705571
419	0.3351586962
420	0.3350126268
421	0.3348847618
422	0.3347895221
423	0.3346379859
424	0.3341476068
425	0.3340336071
426	0.3338226053
427	0.3336355311
428	0.3335223814
429	0.3331005895
430	0.3327926753
431	0.332457656
432	0.3322458164
433	0.3318674264
434	0.3316917735
435	0.3313484612
436	0.330866217
437	0.3303814815
438	0.3302363821
439	0.3299680669
440	0.3298780059
441	0.3296442127
442	0.3293979089
443	0.3290971792
444	0.3285741599
445	0.3284722945
446	0.3282508614
447	0.3276524152
448	0.3274772041
449	0.3269936224
450	0.3268504832
451	0.3264908748
452	0.3261276132
453	0.3258206154
454	0.3256492469
455	0.3253681894
456	0.3249904605
457	0.3248796224
458	0.3248021502
459	0.324350446
460	0.3242087667
461	0.3240816948
462	0.3236783974
463	0.3234901987
464	0.323334775
465	0.3231419721
466	0.3226955741
467	0.3225460876
468	0.3224394592
469	0.3219318244
470	0.3214550407
471	0.3210778245
472	0.3209250411
473	0.3207211698
474	0.3204362118
475	0.3202830131
476	0.3199298311
477	0.3197271415
478	0.3195460458
479	0.3194775441
480	0.3193855907
481	0.3191551039
482	0.3190304624
483	0.3189565935
484	0.3187599774
485	0.3183236888
486	0.3181928024
487	0.3179681812
488	0.3177912388
489	0.3176908635
490	0.3175130978
491	0.3173250157
492	0.3168131421
493	0.3167338629
494	0.316595334
495	0.3164153643
496	0.3159915938
497	0.3157569889
498	0.315381009
499	0.3149641139
500	0.3147731545
501	0.3146651661
502	0.3145577258
503	0.3142571663
504	0.3140883083
505	0.3138180673
506	0.3136264212
507	0.3134420702
508	0.3130565519
509	0.3129202006
510	0.31271968
511	0.3124659717
512	0.312371551
513	0.3121264962
514	0.3119817906
515	0.3116843009
516	0.3114614082
517	0.3113409268
518	0.3113288726
519	0.3111699998
520	0.3108934451
521	0.3107166553
522	0.3105821561
523	0.3103484532
524	0.3102371769
525	0.3100059563
526	0.3096676367
527	0.309533203
528	0.3094274189
529	0.3092686094
530	0.3092017308
531	0.3087132274
532	0.3086297014
533	0.3085083396
534	0.3081871717
535	0.3079329799
536	0.3077991355
537	0.3075177506
538	0.307286985
539	0.3070488473
540	0.3069751616
541	0.3068379915
542	0.3066842256
543	0.3065142532
544	0.3061915453
545	0.3058686398
546	0.3057821241
547	0.3057085049
548	0.305470293
549	0.305344915
550	0.3047865316
551	0.3041757484
552	0.3039775622
553	0.3039012004
554	0.3036461111
555	0.3034522523
556	0.303270616
557	0.3031993114
558	0.3028671201
559	0.3028058735
560	0.3025370069
561	0.3021537814
562	0.302057652
563	0.3019272236
564	0.3016378152
565	0.3013272192
566	0.3012400241
567	0.3011601902
568	0.301110289
569	0.3009699777
570	0.3009388124
571	0.3008442964
572	0.3005669084
573	0.3003731496
574	0.300157517
575	0.2998131875
576	0.299713694
577	0.299463745
578	0.2991923209
579	0.2990443588
580	0.2988136087
581	0.2987175382
582	0.2984992979
583	0.298266633
584	0.2982130089
585	0.2980780811
586	0.2979662514
587	0.2978238438
588	0.2975099118
589	0.297214563
590	0.2970277305
591	0.2969153675
592	0.2966514642
593	0.296567561
594	0.2963220086
595	0.2960869947
596	0.295844715
597	0.295429703
598	0.2951117592
599	0.2949556767
600	0.2948608295
601	0.29468501
602	0.2945532356
603	0.294354657
604	0.2941942372
605	0.2938813601
606	0.2937272145
607	0.2932692648
608	0.2931793449
609	0.2929094373
610	0.2926572253
611	0.2924884582
612	0.2921912987
613	0.2919671589
614	0.2917458875
615	0.2916183861
616	0.2914448539
617	0.2911829869
618	0.2910950628
619	0.2909617025
620	0.2907199616
621	0.2906586368
622	0.2905308206
623	0.290370385
624	0.2901234659
625	0.2900769552
626	0.2898779403
627	0.2898206481
628	0.2893223825
629	0.2892857332
630	0.2891247843
631	0.2890031579
632	0.2889130924
633	0.2887213757
634	0.2884464921
635	0.2879794281
636	0.2876469934
637	0.2873519711
638	0.2872059502
639	0.2870905091
640	0.2869146205
641	0.2865749522
642	0.2863114946
643	0.2862084188
644	0.2859861629
645	0.2859181075
646	0.2858097994
647	0.2854326229
648	0.2853258374
649	0.2849267909
650	0.2847459333
651	0.2845576799
652	0.2844490268
653	0.2841114249
654	0.2839337167
655	0.283849593
656	0.2836899565
657	0.2834666751
658	0.2834168985
659	0.2832072538
660	0.2829923272
661	0.2827901756
662	0.2823153601
663	0.2822637636
664	0.282093399
665	0.2818128403
666	0.2816407653
667	0.2814343339
668	0.281081021
669	0.2807345416
670	0.2806156086
671	0.2804756071
672	0.2803613621
673	0.2802825046
674	0.2801192249
675	0.2798433184
676	0.2795191728
677	0.2791877194
678	0.2791042654
679	0.2790310718
680	0.2789068601
681	0.2788508181
682	0.2785133433
683	0.2781821605
684	0.2775210523
685	0.2772591184
686	0.2767839227
687	0.2765292495
688	0.2764138931
689	0.2763241809
690	0.2762485707
691	0.2761204281
692	0.2757165575
693	0.2754256638
694	0.275131406
695	0.2750266764
696	0.2748437939
697	0.2745862242
698	0.2742241291
699	0.273979762
700	0.2736841097
701	0.2735053761
702	0.2734824562
703	0.273296898
704	0.2731398581
705	0.272938429
706	0.2726168426
707	0.2725101248
708	0.2724601037
709	0.2722968762
710	0.2721565545
711	0.2716074872
712	0.2715132061
713	0.27126976
714	0.2709024767
715	0.2706194823
716	0.270532813
717	0.270446511
718	0.2703052043
719	0.2700429882
720	0.2698622936
721	0.2697595477
722	0.2694615334
723	0.269239564
724	0.2690608834
725	0.2689641854
726	0.2686519669
727	0.2683627514
728	0.2682370439
729	0.2680686146
730	0.2677747375
731	0.2676202046
732	0.2672233948
733	0.2669364243
734	0.2667902804
735	0.2665107732
736	0.2664469781
737	0.2663546989
738	0.2662234795
739	0.2660906132
740	0.2659727336
741	0.2658120878
742	0.2656879035
743	0.2655431486
744	0.2655018122
745	0.2653854795
746	0.2652303693
747	0.264839578
748	0.2647857693
749	0.2646583666
750	0.2645028292
751	0.2644574545
752	0.2642787401
753	0.2640610851
754	0.2639483989
755	0.2637828582
756	0.2635092634
757	0.2632223622
758	0.2630692769
759	0.2629920429
760	0.2628364227
761	0.2627093723
762	0.2625531809
763	0.2624281778
764	0.2623551603
765	0.2622561088
766	0.2618997773
767	0.2616905982
768	0.2614398465
769	0.2612697568
770	0.2611476159
771	0.2609853807
772	0.2608316289
773	0.2605532324
774	0.2601269938
775	0.2597643256
776	0.2594354622
777	0.2590006019
778	0.2587783154
779	0.2586268335
780	0.258409629
781	0.2582469221
782	0.2579586302
783	0.2577860344
784	0.2576168838
785	0.2574398523
786	0.2573997222
787	0.2570822691
788	0.2569653807
789	0.2564581182
790	0.2563182819
791	0.2561738142
792	0.2559729026
793	0.2556595811
794	0.2555071476
795	0.2554303786
796	0.2553330968
797	0.2552000286
798	0.2548446504
799	0.2546654782
800	0.2544912711
801	0.2544616809
802	0.2542588894
803	0.2541162686
804	0.2537927268
805	0.2535845704
806	0.2533398226
807	0.2530797272
808	0.2528929425
809	0.252704005
810	0.2524517732
811	0.2523703422
812	0.2520768353
813	0.251779747
814	0.251699839
815	0.2516191437
816	0.2514733181
817	0.2512274794
818	0.2510328321
819	0.250709359
820	0.2503010723
821	0.2501795461
822	0.249805466
823	0.2496151571
824	0.2492951954
825	0.2492625239
826	0.2490615238
827	0.2490075157
828	0.2488942702
829	0.2487085152
830	0.248621649
831	0.2483539444
832	0.2482876703
833	0.2480923846
834	0.2478161859
835	0.2476418213
836	0.2474075132
837	0.2473509143
838	0.2472274251
839	0.2470890155
840	0.2469397052
841	0.2466689133
842	0.2465804302
843	0.2464355744
844	0.2462543385
845	0.2459785267
846	0.2457402102
847	0.2456554446
848	0.2455840957
849	0.2454859923
850	0.2452384581
851	0.2451815363
852	0.2449785428
853	0.2448789113
854	0.2447617223
855	0.2444524971
856	0.2442391422
857	0.2441364835
858	0.2439829335
859	0.243799053
860	0.2436990125
861	0.2436027676
862	0.24345123
863	0.2433733424
864	0.2432236924
865	0.2429382507
866	0.2426666626
867	0.2425931421
868	0.2424208278
869	0.2423161695
870	0.242073643
871	0.2418770391
872	0.2417160679
873	0.2415542662
874	0.2413328675
875	0.2411481744
876	0.2410139506
877	0.2408670513
878	0.240714591
879	0.2403510667
880	0.2400742169
881	0.239963002
882	0.2399275652
883	0.239857344
884	0.2396786461
885	0.2395653034
886	0.2393684619
887	0.239207653
888	0.2389015672
889	0.2386297933
890	0.238551252
891	0.238405255
892	0.2381695185
893	0.2380726372
894	0.2379029809
895	0.2378191911
896	0.2376109077
897	0.2373281576
898	0.2370785134
899	0.2368707088
900	0.2366912839
901	0.2365147004
902	0.2364089451
903	0.23620778
904	0.2360595835
905	0.2359217671
906	0.2358982236
907	0.2358205507
908	0.2357014768
909	0.2355451481
910	0.2354714909
911	0.2353060719
912	0.2351968856
913	0.2350785532
914	0.2348867461
915	0.2346417513
916	0.2345220135
917	0.234265904
918	0.2341412667
919	0.2339955171
920	0.2337041444
921	0.2335298549
922	0.2334699788
923	0.2330947093
924	0.2329674338
925	0.2327537329
926	0.2326090466
927	0.2325322988
928	0.2324150819
929	0.2322205176
930	0.2321288798
931	0.2320447871
932	0.2319712999
933	0.2318321188
934	0.2318008716
935	0.2315626286
936	0.2315182658
937	0.2314233088
938	0.2312995847
939	0.2309849654
940	0.2307923558
941	0.2305134058
942	0.2302884925
943	0.2298578598
944	0.2296241038
945	0.2295003731
946	0.2294352507
947	0.2293562216
948	0.229143746
949	0.2289480256
950	0.2286079233
951	0.2283540978
952	0.2280413975
953	0.2278475307
954	0.2275827734
955	0.2274314841
956	0.2272161457
957	0.2271435924
958	0.2270880197
959	0.2269121639
960	0.2268402075
961	0.2267064761
962	0.2264390663
963	0.2261905722
964	0.2261044193
965	0.2259656092
966	0.2258563287
967	0.2254840522
968	0.2253627287
969	0.22520855
970	0.2248831637
971	0.2248004993
972	0.2246764214
973	0.2246088471
974	0.2242422257
975	0.2241054933
976	0.2239819184
977	0.2237303989
978	0.2235944374
979	0.2234790066
980	0.2232615994
981	0.2232094414
982	0.223051946
983	0.222794306
984	0.2225762056
985	0.2224717571
986	0.2223869606
987	0.2220812563
988	0.2220252065
989	0.2219231334
990	0.2217834707
991	0.2216822835
992	0.2215654489
993	0.2214064605
994	0.2212951978
995	0.221199272
996	0.2211162199
997	0.2210094657
998	0.220955278
999	0.2208793635
